,name,price,date
704,['Coastal Inn and Suites'],219,2022-07-08
705,['Chautauqua Resort & Conference Center'],216,2022-07-08
706,['Inn at Discovery Coast'],346,2022-07-08
707,['Shelburne Hotel'],268,2022-07-08
708,"[""Heidi's Inn""]",185,2022-07-08
709,['At The Helm Hotel'],321,2022-07-08
710,['Col-Pacific Motel'],149,2022-07-08
711,"['Motel 6-Astoria, OR']",130,2022-07-08
712,['Best Western Astoria Bayfront Hotel'],400,2022-07-08
713,['Columbia Inn'],93,2022-07-08
714,['Atomic Motel'],188,2022-07-08
715,['Bowline Hotel'],349,2022-07-08
716,['Astoria Rivershore Motel'],249,2022-07-08
717,['Inn at the Sea'],229,2022-07-09
718,['Chautauqua Resort & Conference Center'],198,2022-07-09
719,['Adrift Hotel'],325,2022-07-09
720,['Boardwalk Cottages'],321,2022-07-09
721,['Inn at Discovery Coast'],353,2022-07-09
722,['Shelburne Hotel'],247,2022-07-09
723,"[""Heidi's Inn""]",185,2022-07-09
724,['At The Helm Hotel'],321,2022-07-09
725,"['Motel 6-Astoria, OR']",130,2022-07-09
726,['Best Western Astoria Bayfront Hotel'],400,2022-07-09
727,['Atomic Motel'],188,2022-07-09
728,['Bowline Hotel'],369,2022-07-09
729,['Inn at the Sea'],124,2022-07-10
730,['Chautauqua Resort & Conference Center'],167,2022-07-10
731,['Adrift Hotel'],228,2022-07-10
732,['Oceanview Inn at the Arch'],196,2022-07-10
733,['Coastal Inn and Suites'],119,2022-07-10
734,['Boardwalk Cottages'],193,2022-07-10
735,['Inn at Discovery Coast'],272,2022-07-10
736,['The Breakers Long Beach'],249,2022-07-10
737,['Best Western Long Beach Inn'],212,2022-07-10
738,['Shelburne Hotel'],161,2022-07-10
739,"[""Heidi's Inn""]",155,2022-07-10
740,['At The Helm Hotel'],298,2022-07-10
741,['Col-Pacific Motel'],149,2022-07-10
742,['Astoria Riverwalk Inn'],294,2022-07-10
743,"['Motel 6-Astoria, OR']",110,2022-07-10
744,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-10
745,['Best Western Astoria Bayfront Hotel'],320,2022-07-10
746,['Columbia Inn'],83,2022-07-10
747,['Atomic Motel'],125,2022-07-10
748,['Bowline Hotel'],279,2022-07-10
749,['Astoria Rivershore Motel'],149,2022-07-10
750,['Inn at the Sea'],119,2022-07-11
751,['Chautauqua Resort & Conference Center'],167,2022-07-11
752,['Adrift Hotel'],231,2022-07-11
753,['Boardwalk Cottages'],180,2022-07-11
754,['Coastal Inn and Suites'],129,2022-07-11
755,['Oceanview Inn at the Arch'],230,2022-07-11
756,['Best Western Long Beach Inn'],250,2022-07-11
757,['Inn at Discovery Coast'],312,2022-07-11
758,['The Breakers Long Beach'],249,2022-07-11
759,['Shelburne Hotel'],161,2022-07-11
760,"[""Heidi's Inn""]",155,2022-07-11
761,['Col-Pacific Motel'],149,2022-07-11
762,['At The Helm Hotel'],298,2022-07-11
763,['Astoria Riverwalk Inn'],294,2022-07-11
764,"['Motel 6-Astoria, OR']",110,2022-07-11
765,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-11
766,['Best Western Astoria Bayfront Hotel'],320,2022-07-11
767,['Columbia Inn'],83,2022-07-11
768,['Atomic Motel'],125,2022-07-11
769,['Bowline Hotel'],279,2022-07-11
770,['Astoria Rivershore Motel'],149,2022-07-11
771,['Oceanview Inn at the Arch'],230,2022-07-12
772,['Chautauqua Resort & Conference Center'],188,2022-07-12
773,['Adrift Hotel'],231,2022-07-12
774,['Boardwalk Cottages'],191,2022-07-12
775,['Coastal Inn and Suites'],129,2022-07-12
776,['Best Western Long Beach Inn'],250,2022-07-12
777,['Inn at Discovery Coast'],312,2022-07-12
778,['The Breakers Long Beach'],249,2022-07-12
779,['Shelburne Hotel'],161,2022-07-12
780,"[""Heidi's Inn""]",155,2022-07-12
781,['Col-Pacific Motel'],149,2022-07-12
782,['At The Helm Hotel'],298,2022-07-12
783,['Astoria Riverwalk Inn'],294,2022-07-12
784,"['Motel 6-Astoria, OR']",110,2022-07-12
785,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-12
786,['Columbia Inn'],83,2022-07-12
787,['Atomic Motel'],125,2022-07-12
788,['Bowline Hotel'],279,2022-07-12
789,['Astoria Rivershore Motel'],149,2022-07-12
790,['Inn at the Sea'],119,2022-07-13
791,['Adrift Hotel'],212,2022-07-13
792,['Chautauqua Resort & Conference Center'],188,2022-07-13
793,['Oceanview Inn at the Arch'],196,2022-07-13
794,['Boardwalk Cottages'],189,2022-07-13
795,['Coastal Inn and Suites'],129,2022-07-13
796,['Inn at Discovery Coast'],272,2022-07-13
797,['The Breakers Long Beach'],249,2022-07-13
798,['Best Western Long Beach Inn'],212,2022-07-13
799,['Shelburne Hotel'],161,2022-07-13
800,"[""Heidi's Inn""]",155,2022-07-13
801,['At The Helm Hotel'],298,2022-07-13
802,['Col-Pacific Motel'],139,2022-07-13
803,['Astoria Riverwalk Inn'],294,2022-07-13
804,"['Motel 6-Astoria, OR']",110,2022-07-13
805,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-13
806,['Best Western Astoria Bayfront Hotel'],320,2022-07-13
807,['Columbia Inn'],93,2022-07-13
808,['Atomic Motel'],125,2022-07-13
809,['Bowline Hotel'],279,2022-07-13
810,['Astoria Rivershore Motel'],149,2022-07-13
811,['Inn at the Sea'],119,2022-07-14
812,['Oceanview Inn at the Arch'],230,2022-07-14
813,['Adrift Hotel'],202,2022-07-14
814,['Chautauqua Resort & Conference Center'],167,2022-07-14
815,['Coastal Inn and Suites'],119,2022-07-14
816,['Boardwalk Cottages'],200,2022-07-14
817,['Best Western Long Beach Inn'],250,2022-07-14
818,['Inn at Discovery Coast'],281,2022-07-14
819,['The Breakers Long Beach'],249,2022-07-14
820,['Shelburne Hotel'],171,2022-07-14
821,"[""Heidi's Inn""]",155,2022-07-14
822,['Col-Pacific Motel'],149,2022-07-14
823,['At The Helm Hotel'],298,2022-07-14
824,['Astoria Riverwalk Inn'],294,2022-07-14
825,"['Motel 6-Astoria, OR']",110,2022-07-14
826,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-14
827,['Best Western Astoria Bayfront Hotel'],320,2022-07-14
828,['Columbia Inn'],83,2022-07-14
829,['Atomic Motel'],125,2022-07-14
830,['Bowline Hotel'],279,2022-07-14
831,['Astoria Rivershore Motel'],149,2022-07-14
832,['Inn at the Sea'],229,2022-07-15
833,['Chautauqua Resort & Conference Center'],198,2022-07-15
834,['Adrift Hotel'],325,2022-07-15
835,['Boardwalk Cottages'],288,2022-07-15
836,['Coastal Inn and Suites'],219,2022-07-15
837,['Inn at Discovery Coast'],342,2022-07-15
838,['Shelburne Hotel'],235,2022-07-15
839,"[""Heidi's Inn""]",185,2022-07-15
840,['At The Helm Hotel'],321,2022-07-15
841,['Col-Pacific Motel'],149,2022-07-15
842,"['Motel 6-Astoria, OR']",130,2022-07-15
843,['Best Western Astoria Bayfront Hotel'],380,2022-07-15
844,['Atomic Motel'],188,2022-07-15
845,['Bowline Hotel'],349,2022-07-15
846,['Astoria Rivershore Motel'],249,2022-07-15
847,['Inn at the Sea'],229,2022-07-16
848,['Chautauqua Resort & Conference Center'],198,2022-07-16
849,['Adrift Hotel'],325,2022-07-16
850,['Boardwalk Cottages'],325,2022-07-16
851,['Inn at Discovery Coast'],365,2022-07-16
852,['Shelburne Hotel'],247,2022-07-16
853,"[""Heidi's Inn""]",185,2022-07-16
854,['At The Helm Hotel'],321,2022-07-16
855,"['Motel 6-Astoria, OR']",130,2022-07-16
856,['Best Western Astoria Bayfront Hotel'],380,2022-07-16
857,['Atomic Motel'],209,2022-07-16
858,['Bowline Hotel'],369,2022-07-16
859,['Inn at the Sea'],119,2022-07-17
860,['Oceanview Inn at the Arch'],230,2022-07-17
861,['Chautauqua Resort & Conference Center'],167,2022-07-17
862,['Adrift Hotel'],228,2022-07-17
863,['Boardwalk Cottages'],189,2022-07-17
864,['Coastal Inn and Suites'],119,2022-07-17
865,['Best Western Long Beach Inn'],250,2022-07-17
866,['Inn at Discovery Coast'],327,2022-07-17
867,['The Breakers Long Beach'],249,2022-07-17
868,['Shelburne Hotel'],181,2022-07-17
869,"[""Heidi's Inn""]",155,2022-07-17
870,['Col-Pacific Motel'],159,2022-07-17
871,['At The Helm Hotel'],298,2022-07-17
872,['Astoria Riverwalk Inn'],256,2022-07-17
873,"['Motel 6-Astoria, OR']",110,2022-07-17
874,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-17
875,['Best Western Astoria Bayfront Hotel'],320,2022-07-17
876,['Columbia Inn'],83,2022-07-17
877,['Atomic Motel'],139,2022-07-17
878,['Bowline Hotel'],279,2022-07-17
879,['Astoria Rivershore Motel'],149,2022-07-17
880,['Inn at the Sea'],119,2022-07-18
881,['Chautauqua Resort & Conference Center'],188,2022-07-18
882,['Adrift Hotel'],236,2022-07-18
883,['Oceanview Inn at the Arch'],196,2022-07-18
884,['Coastal Inn and Suites'],129,2022-07-18
885,['Boardwalk Cottages'],239,2022-07-18
886,['Inn at Discovery Coast'],327,2022-07-18
887,['The Breakers Long Beach'],249,2022-07-18
888,['Best Western Long Beach Inn'],212,2022-07-18
889,['Shelburne Hotel'],171,2022-07-18
890,"[""Heidi's Inn""]",155,2022-07-18
891,['At The Helm Hotel'],298,2022-07-18
892,['Col-Pacific Motel'],139,2022-07-18
893,['Astoria Riverwalk Inn'],256,2022-07-18
894,"['Motel 6-Astoria, OR']",110,2022-07-18
895,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-18
896,['Best Western Astoria Bayfront Hotel'],320,2022-07-18
897,['Columbia Inn'],83,2022-07-18
898,['Atomic Motel'],139,2022-07-18
899,['Bowline Hotel'],279,2022-07-18
900,['Astoria Rivershore Motel'],149,2022-07-18
901,['Inn at the Sea'],119,2022-07-19
902,['Chautauqua Resort & Conference Center'],188,2022-07-19
903,['Adrift Hotel'],235,2022-07-19
904,['Coastal Inn and Suites'],129,2022-07-19
905,['Boardwalk Cottages'],240,2022-07-19
906,['Oceanview Inn at the Arch'],230,2022-07-19
907,['Best Western Long Beach Inn'],250,2022-07-19
908,['Inn at Discovery Coast'],327,2022-07-19
909,['The Breakers Long Beach'],249,2022-07-19
910,['Shelburne Hotel'],170,2022-07-19
911,"[""Heidi's Inn""]",155,2022-07-19
912,['At The Helm Hotel'],298,2022-07-19
913,['Astoria Riverwalk Inn'],256,2022-07-19
914,"['Motel 6-Astoria, OR']",110,2022-07-19
915,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-19
916,['Best Western Astoria Bayfront Hotel'],320,2022-07-19
917,['Columbia Inn'],83,2022-07-19
918,['Atomic Motel'],139,2022-07-19
919,['Bowline Hotel'],279,2022-07-19
920,['Astoria Rivershore Motel'],149,2022-07-19
921,['Inn at the Sea'],119,2022-07-20
922,['Chautauqua Resort & Conference Center'],188,2022-07-20
923,['Adrift Hotel'],226,2022-07-20
924,['Oceanview Inn at the Arch'],196,2022-07-20
925,['Coastal Inn and Suites'],129,2022-07-20
926,['Boardwalk Cottages'],238,2022-07-20
927,['Inn at Discovery Coast'],288,2022-07-20
928,['The Breakers Long Beach'],249,2022-07-20
929,['Best Western Long Beach Inn'],212,2022-07-20
930,['Shelburne Hotel'],171,2022-07-20
931,"[""Heidi's Inn""]",155,2022-07-20
932,['At The Helm Hotel'],298,2022-07-20
933,['Astoria Riverwalk Inn'],256,2022-07-20
934,"['Motel 6-Astoria, OR']",110,2022-07-20
935,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-20
936,['Best Western Astoria Bayfront Hotel'],320,2022-07-20
937,['Columbia Inn'],83,2022-07-20
938,['Atomic Motel'],139,2022-07-20
939,['Bowline Hotel'],279,2022-07-20
940,['Astoria Rivershore Motel'],149,2022-07-20
941,['Inn at the Sea'],119,2022-07-21
942,['Oceanview Inn at the Arch'],230,2022-07-21
943,['Chautauqua Resort & Conference Center'],188,2022-07-21
944,['Adrift Hotel'],239,2022-07-21
945,['Coastal Inn and Suites'],119,2022-07-21
946,['Boardwalk Cottages'],210,2022-07-21
947,['Best Western Long Beach Inn'],250,2022-07-21
948,['Inn at Discovery Coast'],287,2022-07-21
949,['The Breakers Long Beach'],249,2022-07-21
950,['Shelburne Hotel'],161,2022-07-21
951,"[""Heidi's Inn""]",155,2022-07-21
952,['At The Helm Hotel'],298,2022-07-21
953,['Astoria Riverwalk Inn'],256,2022-07-21
954,"['Motel 6-Astoria, OR']",110,2022-07-21
955,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",332,2022-07-21
956,['Best Western Astoria Bayfront Hotel'],320,2022-07-21
957,['Atomic Motel'],139,2022-07-21
958,['Bowline Hotel'],279,2022-07-21
959,['Astoria Rivershore Motel'],149,2022-07-21
960,['Inn at the Sea'],229,2022-07-22
961,['Chautauqua Resort & Conference Center'],219,2022-07-22
962,['Adrift Hotel'],325,2022-07-22
963,['Boardwalk Cottages'],287,2022-07-22
964,['Coastal Inn and Suites'],219,2022-07-22
965,['Inn at Discovery Coast'],359,2022-07-22
966,['Shelburne Hotel'],271,2022-07-22
967,"[""Heidi's Inn""]",185,2022-07-22
968,['At The Helm Hotel'],321,2022-07-22
969,"['Motel 6-Astoria, OR']",130,2022-07-22
970,['Best Western Astoria Bayfront Hotel'],380,2022-07-22
971,['Atomic Motel'],209,2022-07-22
972,['Bowline Hotel'],349,2022-07-22
973,['Astoria Rivershore Motel'],249,2022-07-22
974,['Inn at the Sea'],229,2022-07-23
975,['Adrift Hotel'],325,2022-07-23
976,['Boardwalk Cottages'],319,2022-07-23
977,['Chautauqua Resort & Conference Center'],216,2022-07-23
978,['Inn at Discovery Coast'],406,2022-07-23
979,['Shelburne Hotel'],275,2022-07-23
980,"[""Heidi's Inn""]",185,2022-07-23
981,['At The Helm Hotel'],321,2022-07-23
982,"['Motel 6-Astoria, OR']",130,2022-07-23
983,['Best Western Astoria Bayfront Hotel'],380,2022-07-23
984,['Atomic Motel'],209,2022-07-23
985,['Bowline Hotel'],369,2022-07-23
986,['Inn at the Sea'],119,2022-07-24
987,['Chautauqua Resort & Conference Center'],167,2022-07-24
988,['Adrift Hotel'],229,2022-07-24
989,['Oceanview Inn at the Arch'],196,2022-07-24
990,['Coastal Inn and Suites'],119,2022-07-24
991,['Boardwalk Cottages'],202,2022-07-24
992,['Inn at Discovery Coast'],272,2022-07-24
993,['The Breakers Long Beach'],249,2022-07-24
994,['Best Western Long Beach Inn'],212,2022-07-24
995,['Shelburne Hotel'],180,2022-07-24
996,"[""Heidi's Inn""]",155,2022-07-24
997,['At The Helm Hotel'],298,2022-07-24
998,['Astoria Riverwalk Inn'],284,2022-07-24
999,"['Motel 6-Astoria, OR']",110,2022-07-24
1000,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-24
1001,['Best Western Astoria Bayfront Hotel'],320,2022-07-24
1002,['Columbia Inn'],83,2022-07-24
1003,['Atomic Motel'],139,2022-07-24
1004,['Bowline Hotel'],279,2022-07-24
1005,['Astoria Rivershore Motel'],149,2022-07-24
1006,['Chautauqua Resort & Conference Center'],188,2022-07-25
1007,['Adrift Hotel'],241,2022-07-25
1008,['Oceanview Inn at the Arch'],196,2022-07-25
1009,['Coastal Inn and Suites'],119,2022-07-25
1010,['Boardwalk Cottages'],215,2022-07-25
1011,['Inn at Discovery Coast'],272,2022-07-25
1012,['The Breakers Long Beach'],249,2022-07-25
1013,['Best Western Long Beach Inn'],212,2022-07-25
1014,['Shelburne Hotel'],180,2022-07-25
1015,"[""Heidi's Inn""]",155,2022-07-25
1016,['At The Helm Hotel'],298,2022-07-25
1017,['Col-Pacific Motel'],139,2022-07-25
1018,['Astoria Riverwalk Inn'],284,2022-07-25
1019,"['Motel 6-Astoria, OR']",110,2022-07-25
1020,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-25
1021,['Best Western Astoria Bayfront Hotel'],320,2022-07-25
1022,['Columbia Inn'],83,2022-07-25
1023,['Atomic Motel'],139,2022-07-25
1024,['Bowline Hotel'],279,2022-07-25
1025,['Astoria Rivershore Motel'],149,2022-07-25
1026,['Chautauqua Resort & Conference Center'],188,2022-07-26
1027,['Adrift Hotel'],258,2022-07-26
1028,['Coastal Inn and Suites'],119,2022-07-26
1029,['Boardwalk Cottages'],259,2022-07-26
1030,['Inn at Discovery Coast'],272,2022-07-26
1031,['Oceanview Inn at the Arch'],196,2022-07-26
1032,['The Breakers Long Beach'],249,2022-07-26
1033,['Best Western Long Beach Inn'],212,2022-07-26
1034,['Shelburne Hotel'],180,2022-07-26
1035,"[""Heidi's Inn""]",155,2022-07-26
1036,['At The Helm Hotel'],298,2022-07-26
1037,['Col-Pacific Motel'],139,2022-07-26
1038,['Astoria Riverwalk Inn'],284,2022-07-26
1039,"['Motel 6-Astoria, OR']",110,2022-07-26
1040,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-26
1041,['Best Western Astoria Bayfront Hotel'],320,2022-07-26
1042,['Columbia Inn'],83,2022-07-26
1043,['Atomic Motel'],139,2022-07-26
1044,['Bowline Hotel'],279,2022-07-26
1045,['Astoria Rivershore Motel'],149,2022-07-26
1046,['Inn at the Sea'],119,2022-07-27
1047,['Oceanview Inn at the Arch'],230,2022-07-27
1048,['Chautauqua Resort & Conference Center'],167,2022-07-27
1049,['Adrift Hotel'],289,2022-07-27
1050,['Coastal Inn and Suites'],119,2022-07-27
1051,['Boardwalk Cottages'],214,2022-07-27
1052,['Inn at Discovery Coast'],272,2022-07-27
1053,['Best Western Long Beach Inn'],250,2022-07-27
1054,['The Breakers Long Beach'],249,2022-07-27
1055,['Shelburne Hotel'],180,2022-07-27
1056,"[""Heidi's Inn""]",155,2022-07-27
1057,['Col-Pacific Motel'],149,2022-07-27
1058,['At The Helm Hotel'],298,2022-07-27
1059,['Astoria Riverwalk Inn'],284,2022-07-27
1060,"['Motel 6-Astoria, OR']",110,2022-07-27
1061,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-27
1062,['Best Western Astoria Bayfront Hotel'],320,2022-07-27
1063,['Columbia Inn'],83,2022-07-27
1064,['Atomic Motel'],139,2022-07-27
1065,['Bowline Hotel'],279,2022-07-27
1066,['Astoria Rivershore Motel'],149,2022-07-27
1067,['Inn at the Sea'],119,2022-07-28
1068,['Chautauqua Resort & Conference Center'],167,2022-07-28
1069,['Adrift Hotel'],252,2022-07-28
1070,['Coastal Inn and Suites'],119,2022-07-28
1071,['Oceanview Inn at the Arch'],264,2022-07-28
1072,['Boardwalk Cottages'],212,2022-07-28
1073,['Inn at Discovery Coast'],290,2022-07-28
1074,['The Breakers Long Beach'],249,2022-07-28
1075,['Best Western Long Beach Inn'],212,2022-07-28
1076,['Shelburne Hotel'],180,2022-07-28
1077,"[""Heidi's Inn""]",155,2022-07-28
1078,['At The Helm Hotel'],298,2022-07-28
1079,['Col-Pacific Motel'],139,2022-07-28
1080,['Astoria Riverwalk Inn'],284,2022-07-28
1081,"['Motel 6-Astoria, OR']",110,2022-07-28
1082,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-28
1083,['Best Western Astoria Bayfront Hotel'],320,2022-07-28
1084,['Columbia Inn'],83,2022-07-28
1085,['Atomic Motel'],139,2022-07-28
1086,['Bowline Hotel'],279,2022-07-28
1087,['Astoria Rivershore Motel'],149,2022-07-28
1088,['Inn at the Sea'],229,2022-07-29
1089,['Chautauqua Resort & Conference Center'],219,2022-07-29
1090,['Adrift Hotel'],325,2022-07-29
1091,['Boardwalk Cottages'],310,2022-07-29
1092,['Coastal Inn and Suites'],219,2022-07-29
1093,['Inn at Discovery Coast'],384,2022-07-29
1094,['Shelburne Hotel'],275,2022-07-29
1095,"[""Heidi's Inn""]",185,2022-07-29
1096,['Col-Pacific Motel'],159,2022-07-29
1097,['At The Helm Hotel'],321,2022-07-29
1098,"['Motel 6-Astoria, OR']",130,2022-07-29
1099,['Best Western Astoria Bayfront Hotel'],380,2022-07-29
1100,['Columbia Inn'],93,2022-07-29
1101,['Atomic Motel'],209,2022-07-29
1102,['Bowline Hotel'],349,2022-07-29
1103,['Astoria Rivershore Motel'],249,2022-07-29
1104,['Inn at the Sea'],229,2022-07-30
1105,['Adrift Hotel'],325,2022-07-30
1106,['Boardwalk Cottages'],325,2022-07-30
1107,['Chautauqua Resort & Conference Center'],216,2022-07-30
1108,['Inn at Discovery Coast'],417,2022-07-30
1109,['Shelburne Hotel'],275,2022-07-30
1110,"[""Heidi's Inn""]",185,2022-07-30
1111,['At The Helm Hotel'],321,2022-07-30
1112,"['Motel 6-Astoria, OR']",130,2022-07-30
1113,['Best Western Astoria Bayfront Hotel'],380,2022-07-30
1114,['Columbia Inn'],104,2022-07-30
1115,['Atomic Motel'],209,2022-07-30
1116,['Bowline Hotel'],369,2022-07-30
1117,['Chautauqua Resort & Conference Center'],167,2022-07-31
1118,['Adrift Hotel'],217,2022-07-31
1119,['Oceanview Inn at the Arch'],196,2022-07-31
1120,['Coastal Inn and Suites'],119,2022-07-31
1121,['Boardwalk Cottages'],250,2022-07-31
1122,['Inn at Discovery Coast'],347,2022-07-31
1123,['The Breakers Long Beach'],249,2022-07-31
1124,['Best Western Long Beach Inn'],212,2022-07-31
1125,['Life’s Beach’Inn'],165,2022-07-31
1126,['Shelburne Hotel'],205,2022-07-31
1127,"[""Heidi's Inn""]",155,2022-07-31
1128,['At The Helm Hotel'],298,2022-07-31
1129,['Col-Pacific Motel'],149,2022-07-31
1130,['Astoria Riverwalk Inn'],275,2022-07-31
1131,"['Motel 6-Astoria, OR']",110,2022-07-31
1132,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",322,2022-07-31
1133,['Best Western Astoria Bayfront Hotel'],340,2022-07-31
1134,['Columbia Inn'],83,2022-07-31
1135,['Atomic Motel'],139,2022-07-31
1136,['Bowline Hotel'],279,2022-07-31
1137,['Astoria Rivershore Motel'],149,2022-07-31
1138,['Adrift Hotel'],228,2022-08-01
1139,['Chautauqua Resort & Conference Center'],188,2022-08-01
1140,['Oceanview Inn at the Arch'],196,2022-08-01
1141,['Coastal Inn and Suites'],119,2022-08-01
1142,['Boardwalk Cottages'],277,2022-08-01
1143,['Inn at Discovery Coast'],346,2022-08-01
1144,['The Breakers Long Beach'],249,2022-08-01
1145,['Best Western Long Beach Inn'],212,2022-08-01
1146,['Shelburne Hotel'],189,2022-08-01
1147,"[""Heidi's Inn""]",155,2022-08-01
1148,['At The Helm Hotel'],298,2022-08-01
1149,['Col-Pacific Motel'],139,2022-08-01
1150,['Astoria Riverwalk Inn'],275,2022-08-01
1151,"['Motel 6-Astoria, OR']",110,2022-08-01
1152,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-01
1153,['Best Western Astoria Bayfront Hotel'],340,2022-08-01
1154,['Columbia Inn'],83,2022-08-01
1155,['Atomic Motel'],139,2022-08-01
1156,['Bowline Hotel'],279,2022-08-01
1157,['Astoria Rivershore Motel'],149,2022-08-01
1158,['Chautauqua Resort & Conference Center'],188,2022-08-02
1159,['Adrift Hotel'],239,2022-08-02
1160,['Oceanview Inn at the Arch'],196,2022-08-02
1161,['Coastal Inn and Suites'],119,2022-08-02
1162,['Boardwalk Cottages'],241,2022-08-02
1163,['Inn at Discovery Coast'],287,2022-08-02
1164,['The Breakers Long Beach'],249,2022-08-02
1165,['Best Western Long Beach Inn'],212,2022-08-02
1166,['Shelburne Hotel'],200,2022-08-02
1167,"[""Heidi's Inn""]",155,2022-08-02
1168,['At The Helm Hotel'],298,2022-08-02
1169,['Col-Pacific Motel'],139,2022-08-02
1170,['Astoria Riverwalk Inn'],275,2022-08-02
1171,"['Motel 6-Astoria, OR']",110,2022-08-02
1172,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-02
1173,['Best Western Astoria Bayfront Hotel'],340,2022-08-02
1174,['Columbia Inn'],83,2022-08-02
1175,['Atomic Motel'],139,2022-08-02
1176,['Bowline Hotel'],279,2022-08-02
1177,['Astoria Rivershore Motel'],149,2022-08-02
1178,['Oceanview Inn at the Arch'],230,2022-08-03
1179,['Chautauqua Resort & Conference Center'],188,2022-08-03
1180,['Adrift Hotel'],252,2022-08-03
1181,['Coastal Inn and Suites'],119,2022-08-03
1182,['Boardwalk Cottages'],228,2022-08-03
1183,['Inn at Discovery Coast'],287,2022-08-03
1184,['Best Western Long Beach Inn'],250,2022-08-03
1185,['The Breakers Long Beach'],249,2022-08-03
1186,['Shelburne Hotel'],199,2022-08-03
1187,"[""Heidi's Inn""]",155,2022-08-03
1188,['Col-Pacific Motel'],149,2022-08-03
1189,['At The Helm Hotel'],298,2022-08-03
1190,['Astoria Riverwalk Inn'],275,2022-08-03
1191,"['Motel 6-Astoria, OR']",110,2022-08-03
1192,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-03
1193,['Columbia Inn'],83,2022-08-03
1194,['Atomic Motel'],139,2022-08-03
1195,['Bowline Hotel'],279,2022-08-03
1196,['Astoria Rivershore Motel'],149,2022-08-03
1197,['Inn at the Sea'],119,2022-08-04
1198,['Chautauqua Resort & Conference Center'],188,2022-08-04
1199,['Adrift Hotel'],276,2022-08-04
1200,['Coastal Inn and Suites'],119,2022-08-04
1201,['Boardwalk Cottages'],212,2022-08-04
1202,['Oceanview Inn at the Arch'],230,2022-08-04
1203,['Best Western Long Beach Inn'],250,2022-08-04
1204,['Inn at Discovery Coast'],306,2022-08-04
1205,['The Breakers Long Beach'],249,2022-08-04
1206,['Shelburne Hotel'],203,2022-08-04
1207,"[""Heidi's Inn""]",155,2022-08-04
1208,['Col-Pacific Motel'],149,2022-08-04
1209,['At The Helm Hotel'],321,2022-08-04
1210,['Astoria Riverwalk Inn'],275,2022-08-04
1211,"['Motel 6-Astoria, OR']",110,2022-08-04
1212,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-04
1213,['Best Western Astoria Bayfront Hotel'],330,2022-08-04
1214,['Columbia Inn'],83,2022-08-04
1215,['Atomic Motel'],139,2022-08-04
1216,['Bowline Hotel'],279,2022-08-04
1217,['Astoria Rivershore Motel'],149,2022-08-04
1218,['Adrift Hotel'],325,2022-08-05
1219,['Boardwalk Cottages'],325,2022-08-05
1220,['Chautauqua Resort & Conference Center'],216,2022-08-05
1221,['Coastal Inn and Suites'],219,2022-08-05
1222,['Inn at Discovery Coast'],359,2022-08-05
1223,['Shelburne Hotel'],259,2022-08-05
1224,"[""Heidi's Inn""]",185,2022-08-05
1225,['At The Helm Hotel'],344,2022-08-05
1226,['Col-Pacific Motel'],149,2022-08-05
1227,"['Motel 6-Astoria, OR']",130,2022-08-05
1228,['Best Western Astoria Bayfront Hotel'],405,2022-08-05
1229,['Columbia Inn'],93,2022-08-05
1230,['Atomic Motel'],209,2022-08-05
1231,['Bowline Hotel'],349,2022-08-05
1232,['Astoria Rivershore Motel'],249,2022-08-05
1233,['Chautauqua Resort & Conference Center'],240,2022-08-06
1234,['Adrift Hotel'],325,2022-08-06
1235,['Boardwalk Cottages'],345,2022-08-06
1236,['Inn at Discovery Coast'],430,2022-08-06
1237,['Shelburne Hotel'],271,2022-08-06
1238,"[""Heidi's Inn""]",185,2022-08-06
1239,['At The Helm Hotel'],344,2022-08-06
1240,"['Motel 6-Astoria, OR']",130,2022-08-06
1241,['Best Western Astoria Bayfront Hotel'],405,2022-08-06
1242,['Columbia Inn'],93,2022-08-06
