,name,price,date
1243,['Atomic Motel'],209,2022-08-06
1244,['Bowline Hotel'],369,2022-08-06
1245,['Inn at the Sea'],119,2022-08-07
1246,['Chautauqua Resort & Conference Center'],167,2022-08-07
1247,['Adrift Hotel'],261,2022-08-07
1248,['Coastal Inn and Suites'],119,2022-08-07
1249,['Boardwalk Cottages'],236,2022-08-07
1250,['Oceanview Inn at the Arch'],230,2022-08-07
1251,['Best Western Long Beach Inn'],250,2022-08-07
1252,['Inn at Discovery Coast'],333,2022-08-07
1253,['The Breakers Long Beach'],249,2022-08-07
1254,['Shelburne Hotel'],189,2022-08-07
1255,"[""Heidi's Inn""]",155,2022-08-07
1256,['Col-Pacific Motel'],159,2022-08-07
1257,['At The Helm Hotel'],321,2022-08-07
1258,['Astoria Riverwalk Inn'],284,2022-08-07
1259,"['Motel 6-Astoria, OR']",110,2022-08-07
1260,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-07
1261,['Best Western Astoria Bayfront Hotel'],330,2022-08-07
1262,['Columbia Inn'],83,2022-08-07
1263,['Atomic Motel'],139,2022-08-07
1264,['Bowline Hotel'],279,2022-08-07
1265,['Astoria Rivershore Motel'],149,2022-08-07
1266,['Inn at the Sea'],119,2022-08-08
1267,['Chautauqua Resort & Conference Center'],167,2022-08-08
1268,['Adrift Hotel'],261,2022-08-08
1269,['Oceanview Inn at the Arch'],196,2022-08-08
1270,['Boardwalk Cottages'],200,2022-08-08
1271,['Coastal Inn and Suites'],129,2022-08-08
1272,['Inn at Discovery Coast'],349,2022-08-08
1273,['The Breakers Long Beach'],249,2022-08-08
1274,['Best Western Long Beach Inn'],212,2022-08-08
1275,['Shelburne Hotel'],189,2022-08-08
1276,"[""Heidi's Inn""]",155,2022-08-08
1277,['At The Helm Hotel'],321,2022-08-08
1278,['Col-Pacific Motel'],139,2022-08-08
1279,['Astoria Riverwalk Inn'],284,2022-08-08
1280,"['Motel 6-Astoria, OR']",110,2022-08-08
1281,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-08
1282,['Best Western Astoria Bayfront Hotel'],330,2022-08-08
1283,['Columbia Inn'],83,2022-08-08
1284,['Atomic Motel'],139,2022-08-08
1285,['Bowline Hotel'],279,2022-08-08
1286,['Astoria Rivershore Motel'],149,2022-08-08
1287,['Inn at the Sea'],119,2022-08-09
1288,['Chautauqua Resort & Conference Center'],167,2022-08-09
1289,['Adrift Hotel'],256,2022-08-09
1290,['Boardwalk Cottages'],191,2022-08-09
1291,['Coastal Inn and Suites'],129,2022-08-09
1292,['Inn at Discovery Coast'],288,2022-08-09
1293,['Oceanview Inn at the Arch'],196,2022-08-09
1294,['The Breakers Long Beach'],249,2022-08-09
1295,['Best Western Long Beach Inn'],212,2022-08-09
1296,['Shelburne Hotel'],199,2022-08-09
1297,"[""Heidi's Inn""]",155,2022-08-09
1298,['At The Helm Hotel'],298,2022-08-09
1299,['Col-Pacific Motel'],139,2022-08-09
1300,['Astoria Riverwalk Inn'],284,2022-08-09
1301,"['Motel 6-Astoria, OR']",110,2022-08-09
1302,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-09
1303,['Best Western Astoria Bayfront Hotel'],330,2022-08-09
1304,['Columbia Inn'],83,2022-08-09
1305,['Atomic Motel'],139,2022-08-09
1306,['Bowline Hotel'],279,2022-08-09
1307,['Astoria Rivershore Motel'],149,2022-08-09
1308,['Chautauqua Resort & Conference Center'],167,2022-08-10
1309,['Adrift Hotel'],239,2022-08-10
1310,['Oceanview Inn at the Arch'],196,2022-08-10
1311,['Boardwalk Cottages'],230,2022-08-10
1312,['Coastal Inn and Suites'],129,2022-08-10
1313,['Inn at Discovery Coast'],287,2022-08-10
1314,['The Breakers Long Beach'],249,2022-08-10
1315,['Best Western Long Beach Inn'],212,2022-08-10
1316,['Shelburne Hotel'],189,2022-08-10
1317,"[""Heidi's Inn""]",155,2022-08-10
1318,['At The Helm Hotel'],298,2022-08-10
1319,['Col-Pacific Motel'],139,2022-08-10
1320,['Astoria Riverwalk Inn'],284,2022-08-10
1321,"['Motel 6-Astoria, OR']",110,2022-08-10
1322,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-10
1323,['Best Western Astoria Bayfront Hotel'],330,2022-08-10
1324,['Columbia Inn'],83,2022-08-10
1325,['Atomic Motel'],139,2022-08-10
1326,['Bowline Hotel'],279,2022-08-10
1327,['Astoria Rivershore Motel'],149,2022-08-10
1328,['Oceanview Inn at the Arch'],230,2022-08-11
1329,['Chautauqua Resort & Conference Center'],188,2022-08-11
1330,['Adrift Hotel'],261,2022-08-11
1331,['Coastal Inn and Suites'],119,2022-08-11
1332,['Boardwalk Cottages'],229,2022-08-11
1333,['Best Western Long Beach Inn'],250,2022-08-11
1334,['Inn at Discovery Coast'],309,2022-08-11
1335,['The Breakers Long Beach'],249,2022-08-11
1336,['Shelburne Hotel'],189,2022-08-11
1337,"[""Heidi's Inn""]",155,2022-08-11
1338,['Col-Pacific Motel'],149,2022-08-11
1339,['At The Helm Hotel'],298,2022-08-11
1340,['Astoria Riverwalk Inn'],284,2022-08-11
1341,"['Motel 6-Astoria, OR']",110,2022-08-11
1342,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-11
1343,['Best Western Astoria Bayfront Hotel'],330,2022-08-11
1344,['Columbia Inn'],83,2022-08-11
1345,['Atomic Motel'],139,2022-08-11
1346,['Bowline Hotel'],279,2022-08-11
1347,['Astoria Rivershore Motel'],149,2022-08-11
1348,['Inn at the Sea'],229,2022-08-12
1349,['Adrift Hotel'],325,2022-08-12
1350,['Boardwalk Cottages'],310,2022-08-12
1351,['Chautauqua Resort & Conference Center'],216,2022-08-12
1352,['Coastal Inn and Suites'],219,2022-08-12
1353,['Inn at Discovery Coast'],382,2022-08-12
1354,['Shelburne Hotel'],275,2022-08-12
1355,"[""Heidi's Inn""]",185,2022-08-12
1356,['At The Helm Hotel'],321,2022-08-12
1357,['Col-Pacific Motel'],149,2022-08-12
1358,"['Motel 6-Astoria, OR']",130,2022-08-12
1359,['Best Western Astoria Bayfront Hotel'],395,2022-08-12
1360,['Atomic Motel'],209,2022-08-12
1361,['Bowline Hotel'],349,2022-08-12
1362,['Astoria Rivershore Motel'],249,2022-08-12
1363,['Adrift Hotel'],325,2022-08-13
1364,['Boardwalk Cottages'],325,2022-08-13
1365,['Chautauqua Resort & Conference Center'],216,2022-08-13
1366,['Inn at Discovery Coast'],441,2022-08-13
1367,['Shelburne Hotel'],275,2022-08-13
1368,"[""Heidi's Inn""]",185,2022-08-13
1369,['At The Helm Hotel'],321,2022-08-13
1370,['Best Western Astoria Bayfront Hotel'],395,2022-08-13
1371,['Columbia Inn'],93,2022-08-13
1372,['Atomic Motel'],209,2022-08-13
1373,['Bowline Hotel'],369,2022-08-13
1374,['Inn at the Sea'],124,2022-08-14
1375,['Chautauqua Resort & Conference Center'],188,2022-08-14
1376,['Adrift Hotel'],261,2022-08-14
1377,['Oceanview Inn at the Arch'],247,2022-08-14
1378,['Coastal Inn and Suites'],119,2022-08-14
1379,['Boardwalk Cottages'],261,2022-08-14
1380,['Inn at Discovery Coast'],307,2022-08-14
1381,['The Breakers Long Beach'],249,2022-08-14
1382,['Best Western Long Beach Inn'],297,2022-08-14
1383,['Shelburne Hotel'],199,2022-08-14
1384,"[""Heidi's Inn""]",155,2022-08-14
1385,['At The Helm Hotel'],298,2022-08-14
1386,['Col-Pacific Motel'],149,2022-08-14
1387,['Astoria Riverwalk Inn'],323,2022-08-14
1388,"['Motel 6-Astoria, OR']",110,2022-08-14
1389,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-14
1390,['Best Western Astoria Bayfront Hotel'],330,2022-08-14
1391,['Columbia Inn'],83,2022-08-14
1392,['Atomic Motel'],139,2022-08-14
1393,['Bowline Hotel'],279,2022-08-14
1394,['Astoria Rivershore Motel'],149,2022-08-14
1395,['Inn at the Sea'],189,2022-08-15
1396,['Chautauqua Resort & Conference Center'],188,2022-08-15
1397,['Adrift Hotel'],261,2022-08-15
1398,['Boardwalk Cottages'],289,2022-08-15
1399,['Coastal Inn and Suites'],199,2022-08-15
1400,['Inn at Discovery Coast'],373,2022-08-15
1401,['Best Western Long Beach Inn'],350,2022-08-15
1402,['The Breakers Long Beach'],249,2022-08-15
1403,['Shelburne Hotel'],199,2022-08-15
1404,"[""Heidi's Inn""]",155,2022-08-15
1405,['Col-Pacific Motel'],149,2022-08-15
1406,['At The Helm Hotel'],413,2022-08-15
1407,['Astoria Riverwalk Inn'],323,2022-08-15
1408,"['Motel 6-Astoria, OR']",110,2022-08-15
1409,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-15
1410,['Best Western Astoria Bayfront Hotel'],340,2022-08-15
1411,['Columbia Inn'],83,2022-08-15
1412,['Atomic Motel'],139,2022-08-15
1413,['Bowline Hotel'],279,2022-08-15
1414,['Astoria Rivershore Motel'],149,2022-08-15
1415,['Inn at the Sea'],189,2022-08-16
1416,['Adrift Hotel'],261,2022-08-16
1417,['Chautauqua Resort & Conference Center'],418,2022-08-16
1418,['Boardwalk Cottages'],289,2022-08-16
1419,['Coastal Inn and Suites'],199,2022-08-16
1420,['Inn at Discovery Coast'],427,2022-08-16
1421,['The Breakers Long Beach'],249,2022-08-16
1422,['Best Western Long Beach Inn'],297,2022-08-16
1423,['Shelburne Hotel'],218,2022-08-16
1424,"[""Heidi's Inn""]",155,2022-08-16
1425,['At The Helm Hotel'],413,2022-08-16
1426,['Col-Pacific Motel'],139,2022-08-16
1427,['Astoria Riverwalk Inn'],294,2022-08-16
1428,"['Motel 6-Astoria, OR']",110,2022-08-16
1429,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-16
1430,['Columbia Inn'],83,2022-08-16
1431,['Atomic Motel'],139,2022-08-16
1432,['Bowline Hotel'],279,2022-08-16
1433,['Astoria Rivershore Motel'],149,2022-08-16
1434,['Chautauqua Resort & Conference Center'],188,2022-08-17
1435,['Inn at the Sea'],249,2022-08-17
1436,['Adrift Hotel'],261,2022-08-17
1437,['Boardwalk Cottages'],289,2022-08-17
1438,['Coastal Inn and Suites'],239,2022-08-17
1439,['Best Western Long Beach Inn'],350,2022-08-17
1440,['Inn at Discovery Coast'],446,2022-08-17
1441,['The Breakers Long Beach'],249,2022-08-17
1442,['Shelburne Hotel'],218,2022-08-17
1443,"[""Heidi's Inn""]",155,2022-08-17
1444,['Col-Pacific Motel'],149,2022-08-17
1445,['Astoria Riverwalk Inn'],323,2022-08-17
1446,"['Motel 6-Astoria, OR']",110,2022-08-17
1447,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-17
1448,['Best Western Astoria Bayfront Hotel'],330,2022-08-17
1449,['Columbia Inn'],83,2022-08-17
1450,['Atomic Motel'],139,2022-08-17
1451,['Bowline Hotel'],279,2022-08-17
1452,['Astoria Rivershore Motel'],149,2022-08-17
1453,['Chautauqua Resort & Conference Center'],188,2022-08-18
1454,['Adrift Hotel'],283,2022-08-18
1455,['Boardwalk Cottages'],289,2022-08-18
1456,['Inn at Discovery Coast'],454,2022-08-18
1457,['The Breakers Long Beach'],249,2022-08-18
1458,['Best Western Long Beach Inn'],297,2022-08-18
1459,['Shelburne Hotel'],241,2022-08-18
1460,"[""Heidi's Inn""]",155,2022-08-18
1461,['At The Helm Hotel'],413,2022-08-18
1462,['Col-Pacific Motel'],159,2022-08-18
1463,['Astoria Riverwalk Inn'],323,2022-08-18
1464,"['Motel 6-Astoria, OR']",110,2022-08-18
1465,['Best Western Astoria Bayfront Hotel'],330,2022-08-18
1466,['Columbia Inn'],83,2022-08-18
1467,['Atomic Motel'],139,2022-08-18
1468,['Bowline Hotel'],279,2022-08-18
1469,['Astoria Rivershore Motel'],149,2022-08-18
1470,['Adrift Hotel'],325,2022-08-19
1471,['Boardwalk Cottages'],325,2022-08-19
1472,['Inn at Discovery Coast'],478,2022-08-19
1473,['Shelburne Hotel'],275,2022-08-19
1474,"[""Heidi's Inn""]",185,2022-08-19
1475,['At The Helm Hotel'],459,2022-08-19
1476,['Best Western Astoria Bayfront Hotel'],395,2022-08-19
1477,['Atomic Motel'],209,2022-08-19
1478,['Bowline Hotel'],349,2022-08-19
1479,['Astoria Rivershore Motel'],249,2022-08-19
1480,['Adrift Hotel'],325,2022-08-20
1481,['Boardwalk Cottages'],345,2022-08-20
1482,['Inn at Discovery Coast'],449,2022-08-20
1483,['Shelburne Hotel'],275,2022-08-20
1484,"[""Heidi's Inn""]",185,2022-08-20
1485,['At The Helm Hotel'],459,2022-08-20
1486,['Best Western Astoria Bayfront Hotel'],395,2022-08-20
1487,['Columbia Inn'],93,2022-08-20
1488,['Atomic Motel'],209,2022-08-20
1489,['Bowline Hotel'],569,2022-08-20
1490,['Inn at the Sea'],124,2022-08-21
1491,['Adrift Hotel'],261,2022-08-21
1492,['Coastal Inn and Suites'],119,2022-08-21
1493,['Boardwalk Cottages'],261,2022-08-21
1494,['Inn at Discovery Coast'],351,2022-08-21
1495,['The Breakers Long Beach'],249,2022-08-21
1496,['Oceanview Inn at the Arch'],196,2022-08-21
1497,['Best Western Long Beach Inn'],212,2022-08-21
1498,['Shelburne Hotel'],199,2022-08-21
1499,"[""Heidi's Inn""]",155,2022-08-21
1500,['At The Helm Hotel'],413,2022-08-21
1501,['Col-Pacific Motel'],149,2022-08-21
1502,['Astoria Riverwalk Inn'],275,2022-08-21
1503,"['Motel 6-Astoria, OR']",110,2022-08-21
1504,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-21
1505,['Best Western Astoria Bayfront Hotel'],330,2022-08-21
1506,['Columbia Inn'],83,2022-08-21
1507,['Atomic Motel'],139,2022-08-21
1508,['Bowline Hotel'],279,2022-08-21
1509,['Astoria Rivershore Motel'],139,2022-08-21
1510,['Inn at the Sea'],124,2022-08-22
1511,['Chautauqua Resort & Conference Center'],188,2022-08-22
1512,['Adrift Hotel'],261,2022-08-22
1513,['Coastal Inn and Suites'],119,2022-08-22
1514,['Boardwalk Cottages'],261,2022-08-22
1515,['Inn at Discovery Coast'],331,2022-08-22
1516,['The Breakers Long Beach'],249,2022-08-22
1517,['Oceanview Inn at the Arch'],196,2022-08-22
1518,['Best Western Long Beach Inn'],212,2022-08-22
1519,['Shelburne Hotel'],189,2022-08-22
1520,"[""Heidi's Inn""]",155,2022-08-22
1521,['At The Helm Hotel'],321,2022-08-22
1522,['Col-Pacific Motel'],139,2022-08-22
1523,['Astoria Riverwalk Inn'],302,2022-08-22
1524,"['Motel 6-Astoria, OR']",110,2022-08-22
1525,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-22
1526,['Best Western Astoria Bayfront Hotel'],330,2022-08-22
1527,['Columbia Inn'],83,2022-08-22
1528,['Atomic Motel'],139,2022-08-22
1529,['Bowline Hotel'],279,2022-08-22
1530,['Astoria Rivershore Motel'],139,2022-08-22
1531,['Inn at the Sea'],124,2022-08-23
1532,['Chautauqua Resort & Conference Center'],167,2022-08-23
1533,['Adrift Hotel'],261,2022-08-23
1534,['Oceanview Inn at the Arch'],196,2022-08-23
1535,['Coastal Inn and Suites'],119,2022-08-23
1536,['Boardwalk Cottages'],276,2022-08-23
1537,['Inn at Discovery Coast'],350,2022-08-23
1538,['The Breakers Long Beach'],249,2022-08-23
1539,['Best Western Long Beach Inn'],212,2022-08-23
1540,['Shelburne Hotel'],189,2022-08-23
1541,"[""Heidi's Inn""]",155,2022-08-23
1542,['At The Helm Hotel'],321,2022-08-23
1543,['Col-Pacific Motel'],139,2022-08-23
1544,['Astoria Riverwalk Inn'],302,2022-08-23
1545,"['Motel 6-Astoria, OR']",110,2022-08-23
1546,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-23
1547,['Best Western Astoria Bayfront Hotel'],330,2022-08-23
1548,['Columbia Inn'],83,2022-08-23
1549,['Atomic Motel'],139,2022-08-23
1550,['Bowline Hotel'],279,2022-08-23
1551,['Astoria Rivershore Motel'],139,2022-08-23
1552,['Chautauqua Resort & Conference Center'],167,2022-08-24
1553,['Adrift Hotel'],261,2022-08-24
1554,['Oceanview Inn at the Arch'],196,2022-08-24
1555,['Coastal Inn and Suites'],119,2022-08-24
1556,['Boardwalk Cottages'],276,2022-08-24
1557,['Inn at Discovery Coast'],314,2022-08-24
1558,['The Breakers Long Beach'],249,2022-08-24
1559,['Best Western Long Beach Inn'],212,2022-08-24
1560,['Shelburne Hotel'],189,2022-08-24
1561,"[""Heidi's Inn""]",155,2022-08-24
1562,['At The Helm Hotel'],321,2022-08-24
1563,['Col-Pacific Motel'],139,2022-08-24
1564,['Astoria Riverwalk Inn'],302,2022-08-24
1565,"['Motel 6-Astoria, OR']",110,2022-08-24
1566,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-24
1567,['Best Western Astoria Bayfront Hotel'],330,2022-08-24
1568,['Columbia Inn'],83,2022-08-24
1569,['Atomic Motel'],139,2022-08-24
1570,['Bowline Hotel'],279,2022-08-24
1571,['Astoria Rivershore Motel'],139,2022-08-24
1572,['Inn at the Sea'],124,2022-08-25
1573,['Chautauqua Resort & Conference Center'],167,2022-08-25
1574,['Adrift Hotel'],261,2022-08-25
1575,['Oceanview Inn at the Arch'],196,2022-08-25
1576,['Coastal Inn and Suites'],119,2022-08-25
1577,['Boardwalk Cottages'],289,2022-08-25
1578,['Inn at Discovery Coast'],333,2022-08-25
1579,['The Breakers Long Beach'],249,2022-08-25
1580,['Best Western Long Beach Inn'],212,2022-08-25
1581,['Shelburne Hotel'],189,2022-08-25
1582,"[""Heidi's Inn""]",155,2022-08-25
1583,['At The Helm Hotel'],321,2022-08-25
1584,['Col-Pacific Motel'],139,2022-08-25
1585,['Astoria Riverwalk Inn'],302,2022-08-25
1586,"['Motel 6-Astoria, OR']",110,2022-08-25
1587,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-25
1588,['Best Western Astoria Bayfront Hotel'],330,2022-08-25
1589,['Atomic Motel'],139,2022-08-25
1590,['Bowline Hotel'],279,2022-08-25
1591,['Astoria Rivershore Motel'],139,2022-08-25
1592,['Chautauqua Resort & Conference Center'],198,2022-08-26
1593,['Inn at the Sea'],239,2022-08-26
1594,['Adrift Hotel'],325,2022-08-26
1595,['Boardwalk Cottages'],325,2022-08-26
1596,['Coastal Inn and Suites'],229,2022-08-26
1597,['Inn at Discovery Coast'],429,2022-08-26
1598,['Oceanview Inn at the Arch'],196,2022-08-26
1599,['Shelburne Hotel'],247,2022-08-26
1600,"[""Heidi's Inn""]",185,2022-08-26
1601,['At The Helm Hotel'],378,2022-08-26
1602,['Col-Pacific Motel'],149,2022-08-26
1603,"['Motel 6-Astoria, OR']",130,2022-08-26
1604,['Best Western Astoria Bayfront Hotel'],405,2022-08-26
1605,['Columbia Inn'],93,2022-08-26
1606,['Atomic Motel'],209,2022-08-26
1607,['Bowline Hotel'],389,2022-08-26
1608,['Astoria Rivershore Motel'],249,2022-08-26
1609,['Oceanview Inn at the Arch'],230,2022-08-27
1610,['Chautauqua Resort & Conference Center'],198,2022-08-27
1611,['Inn at the Sea'],239,2022-08-27
1612,['Adrift Hotel'],325,2022-08-27
1613,['Boardwalk Cottages'],325,2022-08-27
1614,['Inn at Discovery Coast'],455,2022-08-27
1615,['Shelburne Hotel'],247,2022-08-27
1616,"[""Heidi's Inn""]",185,2022-08-27
1617,['At The Helm Hotel'],378,2022-08-27
1618,['Best Western Astoria Bayfront Hotel'],405,2022-08-27
1619,['Columbia Inn'],93,2022-08-27
1620,['Atomic Motel'],209,2022-08-27
1621,['Bowline Hotel'],369,2022-08-27
1622,['Oceanview Inn at the Arch'],230,2022-08-28
1623,['Chautauqua Resort & Conference Center'],167,2022-08-28
1624,['Adrift Hotel'],249,2022-08-28
1625,['Coastal Inn and Suites'],99,2022-08-28
1626,['Boardwalk Cottages'],261,2022-08-28
1627,['Inn at Discovery Coast'],272,2022-08-28
1628,['Best Western Long Beach Inn'],250,2022-08-28
1629,['The Breakers Long Beach'],249,2022-08-28
1630,['Shelburne Hotel'],180,2022-08-28
1631,"[""Heidi's Inn""]",155,2022-08-28
1632,['Col-Pacific Motel'],159,2022-08-28
1633,['At The Helm Hotel'],321,2022-08-28
1634,['Astoria Riverwalk Inn'],222,2022-08-28
1635,"['Motel 6-Astoria, OR']",110,2022-08-28
1636,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-28
1637,['Best Western Astoria Bayfront Hotel'],315,2022-08-28
1638,['Columbia Inn'],93,2022-08-28
1639,['Atomic Motel'],139,2022-08-28
1640,['Bowline Hotel'],279,2022-08-28
1641,['Astoria Rivershore Motel'],119,2022-08-28
1642,['Chautauqua Resort & Conference Center'],167,2022-08-29
1643,['Adrift Hotel'],233,2022-08-29
1644,['Boardwalk Cottages'],198,2022-08-29
1645,['Coastal Inn and Suites'],99,2022-08-29
1646,['Inn at Discovery Coast'],272,2022-08-29
1647,['The Breakers Long Beach'],249,2022-08-29
1648,['Oceanview Inn at the Arch'],196,2022-08-29
1649,['Best Western Long Beach Inn'],212,2022-08-29
1650,['Shelburne Hotel'],171,2022-08-29
1651,"[""Heidi's Inn""]",155,2022-08-29
1652,['At The Helm Hotel'],321,2022-08-29
1653,['Col-Pacific Motel'],139,2022-08-29
1654,['Astoria Riverwalk Inn'],222,2022-08-29
1655,"['Motel 6-Astoria, OR']",110,2022-08-29
1656,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-29
1657,['Best Western Astoria Bayfront Hotel'],315,2022-08-29
1658,['Columbia Inn'],93,2022-08-29
1659,['Atomic Motel'],139,2022-08-29
1660,['Bowline Hotel'],279,2022-08-29
1661,['Astoria Rivershore Motel'],119,2022-08-29
1662,['Adrift Hotel'],206,2022-08-30
1663,['Chautauqua Resort & Conference Center'],167,2022-08-30
1664,['Oceanview Inn at the Arch'],196,2022-08-30
1665,['Boardwalk Cottages'],185,2022-08-30
1666,['Coastal Inn and Suites'],99,2022-08-30
1667,['Inn at Discovery Coast'],272,2022-08-30
1668,['The Breakers Long Beach'],249,2022-08-30
1669,['Best Western Long Beach Inn'],212,2022-08-30
1670,['Shelburne Hotel'],171,2022-08-30
1671,"[""Heidi's Inn""]",155,2022-08-30
1672,['At The Helm Hotel'],321,2022-08-30
1673,['Col-Pacific Motel'],139,2022-08-30
1674,['Astoria Riverwalk Inn'],246,2022-08-30
1675,"['Motel 6-Astoria, OR']",110,2022-08-30
1676,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-30
1677,['Best Western Astoria Bayfront Hotel'],325,2022-08-30
1678,['Columbia Inn'],83,2022-08-30
1679,['Atomic Motel'],139,2022-08-30
1680,['Bowline Hotel'],279,2022-08-30
1681,['Astoria Rivershore Motel'],119,2022-08-30
1682,['Inn at the Sea'],104,2022-08-31
1683,['Oceanview Inn at the Arch'],230,2022-08-31
1684,['Adrift Hotel'],205,2022-08-31
1685,['Chautauqua Resort & Conference Center'],167,2022-08-31
1686,['Boardwalk Cottages'],185,2022-08-31
1687,['Coastal Inn and Suites'],99,2022-08-31
1688,['Inn at Discovery Coast'],272,2022-08-31
1689,['Best Western Long Beach Inn'],250,2022-08-31
1690,['The Breakers Long Beach'],249,2022-08-31
1691,['Shelburne Hotel'],171,2022-08-31
1692,"[""Heidi's Inn""]",155,2022-08-31
1693,['Col-Pacific Motel'],149,2022-08-31
1694,['At The Helm Hotel'],321,2022-08-31
1695,['Astoria Riverwalk Inn'],222,2022-08-31
1696,"['Motel 6-Astoria, OR']",110,2022-08-31
1697,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",359,2022-08-31
1698,['Best Western Astoria Bayfront Hotel'],325,2022-08-31
1699,['Columbia Inn'],83,2022-08-31
1700,['Atomic Motel'],139,2022-08-31
1701,['Bowline Hotel'],279,2022-08-31
1702,['Astoria Rivershore Motel'],119,2022-08-31
1703,['Inn at the Sea'],109,2022-09-01
1704,['Oceanview Inn at the Arch'],230,2022-09-01
1705,['Adrift Hotel'],195,2022-09-01
1706,['Chautauqua Resort & Conference Center'],167,2022-09-01
1707,['Boardwalk Cottages'],195,2022-09-01
1708,['Coastal Inn and Suites'],99,2022-09-01
1709,['Inn at Discovery Coast'],272,2022-09-01
1710,['Best Western Long Beach Inn'],250,2022-09-01
1711,['The Breakers Long Beach'],249,2022-09-01
1712,['Lighthouse Oceanfront Resort'],179,2022-09-01
1713,['Shelburne Hotel'],171,2022-09-01
1714,"[""Heidi's Inn""]",155,2022-09-01
1715,['Col-Pacific Motel'],149,2022-09-01
1716,['At The Helm Hotel'],321,2022-09-01
1717,['Astoria Riverwalk Inn'],222,2022-09-01
1718,"['Motel 6-Astoria, OR']",110,2022-09-01
1719,['Best Western Astoria Bayfront Hotel'],195,2022-09-01
1720,['Columbia Inn'],83,2022-09-01
1721,['Atomic Motel'],139,2022-09-01
1722,['Bowline Hotel'],279,2022-09-01
1723,['Astoria Rivershore Motel'],109,2022-09-01
1724,['Inn at the Sea'],189,2022-09-02
1725,['Oceanview Inn at the Arch'],196,2022-09-02
1726,['Adrift Hotel'],325,2022-09-02
1727,['Boardwalk Cottages'],325,2022-09-02
1728,['Coastal Inn and Suites'],189,2022-09-02
1729,['Inn at Discovery Coast'],384,2022-09-02
1730,['Shelburne Hotel'],235,2022-09-02
1731,"[""Heidi's Inn""]",185,2022-09-02
1732,['At The Helm Hotel'],378,2022-09-02
1733,"['Motel 6-Astoria, OR']",130,2022-09-02
1734,['Best Western Astoria Bayfront Hotel'],350,2022-09-02
1735,['Columbia Inn'],93,2022-09-02
1736,['Atomic Motel'],189,2022-09-02
1737,['Bowline Hotel'],349,2022-09-02
1738,['Astoria Rivershore Motel'],199,2022-09-02
1739,['Oceanview Inn at the Arch'],196,2022-09-03
1740,['Adrift Hotel'],325,2022-09-03
1741,['Boardwalk Cottages'],325,2022-09-03
1742,['Inn at Discovery Coast'],487,2022-09-03
1743,['Shelburne Hotel'],275,2022-09-03
1744,"[""Heidi's Inn""]",185,2022-09-03
1745,['At The Helm Hotel'],378,2022-09-03
1746,"['Motel 6-Astoria, OR']",130,2022-09-03
1747,['Best Western Astoria Bayfront Hotel'],390,2022-09-03
1748,['Columbia Inn'],93,2022-09-03
1749,['Bowline Hotel'],369,2022-09-03
1750,['Oceanview Inn at the Arch'],230,2022-09-04
1751,['Inn at the Sea'],189,2022-09-04
1752,['Adrift Hotel'],261,2022-09-04
1753,['Boardwalk Cottages'],221,2022-09-04
1754,['Coastal Inn and Suites'],189,2022-09-04
1755,['Best Western Long Beach Inn'],250,2022-09-04
1756,['Inn at Discovery Coast'],419,2022-09-04
1757,['The Breakers Long Beach'],249,2022-09-04
1758,['Lighthouse Oceanfront Resort'],179,2022-09-04
1759,['Shelburne Hotel'],227,2022-09-04
1760,"[""Heidi's Inn""]",155,2022-09-04
1761,['At The Helm Hotel'],321,2022-09-04
1762,"['Motel 6-Astoria, OR']",110,2022-09-04
1763,['Best Western Astoria Bayfront Hotel'],425,2022-09-04
1764,['Columbia Inn'],83,2022-09-04
1765,['Atomic Motel'],219,2022-09-04
1766,['Bowline Hotel'],349,2022-09-04
1767,['Astoria Rivershore Motel'],199,2022-09-04
1768,['Inn at the Sea'],94,2022-09-05
1769,['Oceanview Inn at the Arch'],230,2022-09-05
1770,['Adrift Hotel'],185,2022-09-05
1771,['Boardwalk Cottages'],210,2022-09-05
1772,['Coastal Inn and Suites'],89,2022-09-05
