name,price,date
['At The Helm Hotel'],['US$286'],"12   2022-06-13
Name: date, dtype: datetime64[ns]"

['Astoria Riverwalk Inn'],['US$200'],"12   2022-06-13
Name: date, dtype: datetime64[ns]"

"['Motel 6-Astoria, OR']",['US$85'],"12   2022-06-13
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$257'],"12   2022-06-13
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$251'],"12   2022-06-13
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$79'],"12   2022-06-13
Name: date, dtype: datetime64[ns]"

['Columbia Inn'],['US$83'],"12   2022-06-13
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$85'],"12   2022-06-13
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$268'],"12   2022-06-13
Name: date, dtype: datetime64[ns]"

['Inn at the Sea'],['US$84'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$161'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Boardwalk Cottages'],['US$160'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$79'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$195'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$245'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$158'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$199'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Lighthouse Oceanfront Resort'],['US$179'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$143'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Historic Camp Hungry'],['US$90'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Inn at Harbour Village'],['US$149'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$85'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Salt Hotel'],['US$180'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$139'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$286'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Astoria Riverwalk Inn'],['US$200'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

"['Motel 6-Astoria, OR']",['US$85'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$273'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$251'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$79'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Columbia Inn'],['US$72'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$85'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$245'],"13   2022-06-14
Name: date, dtype: datetime64[ns]"

['Inn at the Sea'],['US$89'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$180'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Boardwalk Cottages'],['US$172'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$79'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$195'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$188'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$267'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$199'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Lighthouse Oceanfront Resort'],['US$179'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Shore View Apartments'],['US$166'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$152'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Inn at Harbour Village'],['US$159'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$85'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$139'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$286'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Astoria Riverwalk Inn'],['US$200'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

"['Motel 6-Astoria, OR']",['US$85'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$299'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$242'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$79'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Columbia Inn'],['US$72'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$85'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$288'],"14   2022-06-15
Name: date, dtype: datetime64[ns]"

['Inn at the Sea'],['US$89'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$171'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Boardwalk Cottages'],['US$180'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$79'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$195'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$188'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$267'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$199'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Lighthouse Oceanfront Resort'],['US$179'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Life�s Beach�Inn'],['US$112'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Shore View Apartments'],['US$166'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$152'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$85'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Salt Hotel'],['US$180'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$139'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$286'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Astoria Riverwalk Inn'],['US$200'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

"['Motel 6-Astoria, OR']",['US$85'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$294'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$242'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$79'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Columbia Inn'],['US$72'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$85'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$358'],"15   2022-06-16
Name: date, dtype: datetime64[ns]"

['Inn at the Sea'],['US$199'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$272'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$255'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$169'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$216'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$347'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$199'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$209'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$102'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$149'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$332'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$282'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$209'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$189'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$336'],"16   2022-06-17
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$289'],"17   2022-06-18
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$169'],"17   2022-06-18
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$406'],"17   2022-06-18
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$216'],"17   2022-06-18
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$199'],"17   2022-06-18
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$270'],"17   2022-06-18
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$185'],"17   2022-06-18
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$332'],"17   2022-06-18
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$149'],"17   2022-06-18
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$470'],"17   2022-06-18
Name: date, dtype: datetime64[ns]"

['Inn at the Sea'],['US$129'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$189'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Boardwalk Cottages'],['US$189'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$99'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$188'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$262'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$195'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$199'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Life�s Beach�Inn'],['US$119'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$180'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Historic Camp Hungry'],['US$121'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$155'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$286'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$149'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Astoria Riverwalk Inn'],['US$218'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$265'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$242'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$129'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Columbia Inn'],['US$72'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$119'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$282'],"18   2022-06-19
Name: date, dtype: datetime64[ns]"

['Inn at the Sea'],['US$119'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$196'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Boardwalk Cottages'],['US$176'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$99'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$227'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$188'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$195'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$249'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$233'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$155'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$286'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$139'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Astoria Riverwalk Inn'],['US$218'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

"['Motel 6-Astoria, OR']",['US$85'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$256'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$242'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$129'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Columbia Inn'],['US$72'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$119'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$307'],"19   2022-06-20
Name: date, dtype: datetime64[ns]"

['Inn at the Sea'],['US$129'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$194'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Boardwalk Cottages'],['US$187'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$99'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$267'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$188'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$195'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$249'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$230'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$155'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$286'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$139'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Astoria Riverwalk Inn'],['US$218'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

"['Motel 6-Astoria, OR']",['US$85'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$287'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$242'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$129'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Columbia Inn'],['US$72'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$129'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$288'],"20   2022-06-21
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$181'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Boardwalk Cottages'],['US$200'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Oceanview Inn at the Arch'],['US$102'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$227'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$99'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$188'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$195'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$249'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Shore View Apartments'],['US$166'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$161'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$155'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$286'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$139'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

"['Motel 6-Astoria, OR']",['US$85'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$287'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Astoria Riverwalk Inn'],['US$218'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$242'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$129'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$99'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$288'],"21   2022-06-22
Name: date, dtype: datetime64[ns]"

['Inn at the Sea'],['US$134'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$210'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Boardwalk Cottages'],['US$191'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$99'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$227'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$188'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$195'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$249'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Lighthouse Oceanfront Resort'],['US$179'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$152'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$155'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$286'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$139'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Astoria Riverwalk Inn'],['US$218'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

"['Motel 6-Astoria, OR']",['US$85'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$270'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$242'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$129'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Columbia Inn'],['US$72'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$99'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$288'],"22   2022-06-23
Name: date, dtype: datetime64[ns]"

['Inn at the Sea'],['US$249'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$289'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$169'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$373'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$255'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$216'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$249'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$209'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$185'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$332'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$149'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$290'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$299'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$209'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$169'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$325'],"23   2022-06-24
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$289'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$169'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

['Boardwalk Cottages'],['US$258'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$351'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$255'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$216'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$249'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$270'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$185'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$332'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$290'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$299'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$209'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$169'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$362'],"24   2022-06-25
Name: date, dtype: datetime64[ns]"

['Oceanview Inn at the Arch'],['US$145'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$196'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$99'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Boardwalk Cottages'],['US$243'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$188'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$288'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$195'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$249'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$160'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$155'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$286'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$149'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Astoria Riverwalk Inn'],['US$200'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

"['Motel 6-Astoria, OR']",['US$85'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$227'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$286'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$129'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Columbia Inn'],['US$72'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$99'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$288'],"25   2022-06-26
Name: date, dtype: datetime64[ns]"

['Oceanview Inn at the Arch'],['US$145'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$205'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Boardwalk Cottages'],['US$191'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$99'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$188'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$267'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$195'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$249'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$243'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$155'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$286'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$144'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Astoria Riverwalk Inn'],['US$200'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

"['Motel 6-Astoria, OR']",['US$85'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$227'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$251'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$129'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Columbia Inn'],['US$83'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

